"System"	"X"	"Y"	2271	2317	2319	2341	2367	2571	2596	2750	2765	2767	2783	2786	2821	2822	2830	2864	3025	3030	3040	3049	3050	3050	3050	3051	3052	3057	3058	3059	3059	3059	3059	3063	3067	3068	3075	3079	3081	3085	3095	3130	3135	3145
"Vargtass"	-236.652	467.498	"U"	"U"	"U"	"U"	"U"	"U"	"U"	"RWR,Apollo Province"	"RWR,Apollo Province"	"RWR,Apollo Province"	"I"	"I"	"I"	"I"	"I"	"I"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"
"Várri"	-266.421	480.201	"U"	"U"	"U"	"U"	"U"	"U"	"U"	"RWR,Apollo Province"	"RWR,Apollo Province"	"RWR,Apollo Province"	"I"	"I"	"I"	"I"	"I"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"
"Vaucluse"	496.82	-162.1						"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region"	"FVC"	"FVC"	"FVC"	"FVC"	"FVC"	"FS,Periphery March,Anjin Muerto Operational Area,Broken Wheel Combat Region"	"FS,Periphery March,Anjin Muerto Operational Area,Broken Wheel Combat Region"	"FS,Periphery March,Anjin Muerto Operational Area,Broken Wheel Combat Region"
"Vecchio"	247.7	-137	"U"	"U"	"U"	"U"	"U"	"U"	"U"	"FS,Crucis March,Markesan Operational Area,Region 3"	"FS,Crucis March,Markesan Operational Area,Region 3"	"FS,Crucis March,Markesan Operational Area,Region 3"	"FS,Crucis March,Markesan Operational Area,Region 3"	"FS,Crucis March,Markesan Operational Area,Region 3"	"FS,Crucis March,Markesan Operational Area,Region 3"	"FS,Crucis March,Markesan Operational Area,Region 3"	"FS,Crucis March,Markesan Operational Area,Region 3"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"
"Veckholm"	-116.071	124.024				"I"		"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"FCL,Donegal March,Pherkad Operational Area,Region 3"	"FCL,Donegal March,Pherkad Operational Area,Region 3"	"FCL,Donegal March,Pherkad Operational Area,Region 3"	"FCL,Donegal March,Pherkad Operational Area,Region 3"	"FCL,Donegal March,Pherkad Operational Area,Region 3"	"FCL,Donegal March,Pherkad Operational Area,Region 3"	"FCL,Donegal March,Pherkad Operational Area,Region 3"	"LA,Donegal March,Pherkad Operational Area,Region 3"	"LA,Donegal Province"	"LA,Donegal Province"	"LA,Donegal Province"	"LA,Donegal Province"	"LA,Donegal Province"	"LA,Donegal Province"	"LA,Donegal Province"	"LA,Donegal Province"	"LA,Donegal Province,Arcturus Archonette"	"LA,Donegal Province,Arcturus Archonette"	"LA,Donegal Province"	"LC,Donegal Province"	"LC,Donegal Province"	"LC,Donegal Province"	"LC,Donegal Province"	"LC,Donegal Province"
"Vega"	-3.63	106.615	"I"	"I"	"I"	"I"		"LC,Federation of Skye,Kannon Shire"	"LC,Federation of Skye,Kannon Shire"	"LC,Federation of Skye,Kannon Shire"	"LC,Federation of Skye,Kannon Shire"	"LC,Federation of Skye,Kannon Shire"	"LC,Federation of Skye,Kannon Shire"	"LC,Federation of Skye,Kannon Shire"	"DC,Dieron Military District,Kuzuu Prefecture"	"DC,Dieron Military District,Kuzuu Prefecture"	"DC,Dieron Military District,Kuzuu Prefecture"	"LC,Federation of Skye,Kannon Shire"	"DC,Dieron Military District,Vega Prefecture,Minor Capital"	"DC,Dieron Military District,Vega Prefecture,Minor Capital"	"DC,Dieron Military District,Vega Prefecture,Minor Capital"	"DC,Dieron Military District,Vega Prefecture,Minor Capital"	"DC,Dieron Military District,Vega Prefecture,Minor Capital"	"DC,Dieron Military District,Vega Prefecture,Minor Capital"	"DC,Dieron Military District,Vega Prefecture,Minor Capital"	"DC,Dieron Military District,Vega Prefecture,Minor Capital"	"DC,Dieron Military District,Vega Prefecture,Minor Capital"	"DC,Dieron Military District,Vega Prefecture,Minor Capital"	"DC,Dieron Military District,Vega Prefecture,Minor Capital"	"DC,Dieron Military District,Vega Prefecture,Minor Capital"	"DC,Dieron Military District,Vega Prefecture,Minor Capital"	"DC,Dieron Military District,Vega Prefecture,Minor Capital"	"DC,Dieron Military District,Vega Prefecture,Minor Capital"	"DC,Dieron Military District,Vega Prefecture,Minor Capital"	"DC,Dieron Military District,Vega Prefecture,Minor Capital"	"DC,Dieron Military District,Vega Prefecture,Minor Capital"	"CoF"	"CoF"	"ROTS,Prefecture I,Minor Capital"	"ROTS,Prefecture I,Minor Capital"	"ROTS,Prefecture I,Minor Capital"	"ROTS,Prefecture I,Minor Capital"	"I,Minor Capital"	"RD,Region 3,Vega Protectorate,Minor Capital"
"Velhas"	69.256	-278.659	"U"	"U"	"U"	"U"	"U"	"U"	"U"	"CC,Sian Commonality,Region 6"	"CC,Sian Commonality,Region 6"	"CC,Sian Commonality,Region 6"	"CC,Sian Commonality,Region 6"	"CC,Sian Commonality,Region 6"	"CC,Sian Commonality,Region 6"	"CC,Sian Commonality,Region 6"	"CC,Sian Commonality,Region 6"	"CC,Sian Commonality,Region 6"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"CC,Sian Commonality,Region 7"	"CC,Sian Commonality,Region 7"	"CC,Sian Commonality,Region 7"
"Venaria"	-396.071	83.964						"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"FCL,Periphery March,Venaria Operational Area,Region 2,Minor Capital"	"FCL,Periphery March,Venaria Operational Area,Region 2,Minor Capital"	"FCL,Periphery March,Venaria Operational Area,Region 2,Minor Capital"	"FCL,Periphery March,Venaria Operational Area,Region 2,Minor Capital"	"FCL,Periphery March,Venaria Operational Area,Region 2,Minor Capital"	"FCL,Periphery March,Venaria Operational Area,Region 2,Minor Capital"	"FCL,Periphery March,Venaria Operational Area,Region 2,Minor Capital"	"LA,Periphery March,Venaria Operational Area,Region 2,Minor Capital"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province,Buena Archonette"	"LA,Alarion Province,Buena Archonette"	"LA,Buena Province"	"LC,Buena Province"	"LC,Buena Province"	"LC,Buena Province"	"LC,Buena Province"	"LC,Buena Province"
"Vendrell"	-315.896	125.842	"U"	"U"	"U"	"U"	"U"	"U"	"U"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"FCL,Donegal March,Alarion Operational Area,Region 1"	"FCL,Donegal March,Alarion Operational Area,Region 1"	"FCL,Donegal March,Alarion Operational Area,Region 1"	"FCL,Donegal March,Alarion Operational Area,Region 1"	"FCL,Donegal March,Alarion Operational Area,Region 1"	"FCL,Donegal March,Alarion Operational Area,Region 1"	"FCL,Donegal March,Alarion Operational Area,Region 1"	"LA,Donegal March,Alarion Operational Area,Region 1"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Buena Province"	"LC,Buena Province"	"LC,Buena Province"	"LC,Buena Province"	"LC,Buena Province"	"LC,Buena Province"
"Ventabren"	3.354	-123.346	"I"				"SS"	"CC,Sarna Commonality,Region 1"	"CC,Sarna Commonality,Region 1"	"CC,Sarna Commonality,Region 1"	"CC,Sarna Commonality,Region 1"	"CC,Sarna Commonality,Region 1"	"CC,Sarna Commonality,Region 1"	"CC,Sarna Commonality,Region 1"	"CC,Sarna Commonality,Region 1"	"CC,Sarna Commonality,Region 1"	"CC,Sarna Commonality,Region 1"	"CC,Tikonov Commonality,Region 8"	"FWL,Ohren Province"	"FWL,Ohren Province"	"FWL,Ohren Province"	"FWL,Ohren Province"	"FWL,Ohren Province"	"FWL,Ohren Province"	"FWL,Ohren Province"	"FWL,Ohren Province"	"FWL,Ohren Province"	"FWL,Ohren Province"	"FWL,Ohren Province"	"FWL,Ohren Province"	"FWL,Ohren Province"	"FWL,Ohren Province"	"FWL,Ohren Province"	"FWL,Ohren Province"	"FWL,Ohren Province"	"FWL,Ohren Province"	"FWL,Ohren Province"	"FWL,Ohren Province"	"OZP"	"I"	"I"	"OP"	"OP"	"FWL,Oriente Protectorate"
"Verde"	349.99	12.619		"I"	"I"			"FS,Draconis March,Fairfax Operational Area,Region 2"	"FS,Draconis March,Fairfax Operational Area,Region 2"	"FS,Draconis March,Fairfax Operational Area,Region 2"	"FS,Draconis March,Fairfax Operational Area,Region 2"	"FS,Draconis March,Fairfax Operational Area,Region 2"	"FS,Draconis March,Fairfax Operational Area,Region 2"	"FS,Draconis March,Fairfax Operational Area,Region 2"	"FS,Draconis March,Woodbine Operational Area,Region 5"	"FS,Draconis March,Woodbine Operational Area,Region 5"	"FS,Draconis March,Woodbine Operational Area,Region 5"	"FS,Draconis March,Woodbine Operational Area,Region 5"	"FS,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FS,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FCF,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FCF,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FCF,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FCF,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FCF,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FCF,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FCF,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FS,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FS,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FS,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FS,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FS,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FS,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FS,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FS,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FS,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FS,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FS,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FS,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FS,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FS,Draconis March,Woodbine Operational Area,Mayetta PDZ"	"FS,Draconis March,Robinson Operational Area,Dahar PDZ"	"FS,Draconis March,Robinson Operational Area,Dahar PDZ"	"FS,Draconis March,Robinson Operational Area,Dahar PDZ"
"Verdigreis"	372.737	-330.694	"U"					"TC"	"FS,Crucis March,Chirikof Operational Area,Region 2"	"FS,Crucis March,Chirikof Operational Area,Region 2"	"FS,Crucis March,Chirikof Operational Area,Region 2"	"FS,Crucis March,Chirikof Operational Area,Region 2"	"FS,Crucis March,Chirikof Operational Area,Region 2"	"FS,Crucis March,Chirikof Operational Area,Region 2"	"FS,Crucis March,Chirikof Operational Area,Region 2"	"FS,Crucis March,Chirikof Operational Area,Region 2"	"FS,Crucis March,Chirikof Operational Area,Region 2"	"FS,Crucis March,Chirikof Operational Area,Region 2"	"FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region"	"FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region"	"FCF,Crucis March,Chirikof Operational Area,Islamabad Combat Region"	"FCF,Crucis March,Chirikof Operational Area,Islamabad Combat Region"	"FCF,Crucis March,Chirikof Operational Area,Islamabad Combat Region"	"FCF,Crucis March,Chirikof Operational Area,Islamabad Combat Region"	"FCF,Crucis March,Chirikof Operational Area,Islamabad Combat Region"	"FCF,Crucis March,Chirikof Operational Area,Islamabad Combat Region"	"FCF,Crucis March,Chirikof Operational Area,Islamabad Combat Region"	"FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region"	"FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region"	"FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region"	"FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region"	"FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region"	"FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region"	"FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region"	"FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region"	"FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region"	"FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region"	"FS,Periphery March,June Operational Area,Warren PDZ"	"FS,Periphery March,June Operational Area,Warren PDZ"	"FS,Periphery March,June Operational Area,Warren PDZ"	"FS,Periphery March,June Operational Area,Warren PDZ"	"I"	"I"	"I"
"Verdinge"	517.115	-6.375	"U"	"U"	"U"	"U"	"U"	"U"	"U"	"FS,Draconis March,Woodbine Operational Area,Region 2"	"FS,Draconis March,Woodbine Operational Area,Region 2"	"FS,Draconis March,Woodbine Operational Area,Region 2"	"FS,Draconis March,Woodbine Operational Area,Region 2"	"FS,Draconis March,Woodbine Operational Area,Region 2"	"FS,Draconis March,Woodbine Operational Area"	"FS,Draconis March,Woodbine Operational Area,Region 3"	"FS,Draconis March,Woodbine Operational Area,Region 3"	"FS,Draconis March,Woodbine Operational Area,Region 3"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"
"Vereeniging"	417.33	-163.871	"U"	"U"	"U"	"U"	"U"	"U"	"U"	"FS,Crucis March,Minette Operational Area,Point Barrow Combat Region"	"FS,Crucis March,Minette Operational Area,Point Barrow Combat Region"	"FS,Crucis March,Minette Operational Area,Point Barrow Combat Region"	"FS,Crucis March,Minette Operational Area,Point Barrow Combat Region"	"FS,Crucis March,Minette Operational Area,Point Barrow Combat Region"	"FS,Crucis March,Minette Operational Area,Point Barrow Combat Region"	"FS,Crucis March,Minette Operational Area,Point Barrow Combat Region"	"FS,Crucis March,Minette Operational Area,Point Barrow Combat Region"	"FS,Crucis March,Minette Operational Area,Point Barrow Combat Region"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"
"Verlo"	100.547	-303.042					"CCom"	"CC,Sian Commonality,Region 10"	"CC,Sian Commonality,Region 10"	"CC,Sian Commonality,Region 10"	"CC,Sian Commonality,Region 10"	"CC,Sian Commonality,Region 10"	"CC,Sian Commonality,Region 10"	"CC,Sian Commonality,Region 10"	"CC,Sian Commonality,Region 10"	"CC,Sian Commonality,Region 10"	"CC,Sian Commonality,Region 10"	"CC,Sian Commonality,Region 10"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"FS,Capellan March,Taygeta Operational Area,Sirdar PDZ"	"A"	"A"	"A"
"Vermezzo"	-361.675	162.296						"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"FCL,Donegal March,Alarion Operational Area,Region 1"	"FCL,Donegal March,Alarion Operational Area,Region 1"	"FCL,Donegal March,Alarion Operational Area,Region 1"	"FCL,Donegal March,Alarion Operational Area,Region 1"	"FCL,Donegal March,Alarion Operational Area,Region 1"	"FCL,Donegal March,Alarion Operational Area,Region 1"	"FCL,Donegal March,Alarion Operational Area,Region 1"	"LA,Donegal March,Alarion Operational Area,Region 1"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province"	"LA,Alarion Province,Kaumberg Archonette"	"LA,Alarion Province,Kaumberg Archonette"	"LA,Buena Province,Kaumberg Archonette"	"LC,Buena Province"	"LC,Buena Province"	"LC,Buena Province"	"LC,Buena Province"	"LC,Buena Province"
